time_YYMMDD_HHMMSS,WindSpeedMax,WindDirection,AirTemperature,AirPressure,AirHumidity,WindSpeed
2023-01-01 00:00:00,5.433333333333334,292.2563666666667,4.926154100000001,1028.3443333333332,88.88956666666667,4.422906133333334
2023-01-01 00:15:00,6.099999999999999,293.81042333333335,4.976190466666666,1028.4336,88.600962,4.739206333333333
2023-01-01 00:30:00,5.2,303.51367,4.9571432,1028.5023666666666,88.83333833333334,4.1095236
2023-01-01 00:45:00,5.7,297.17608333333334,4.835714666666667,1028.4296333333334,90.21396833333334,4.430158633333334
2023-01-01 01:00:00,6.0,295.58011,4.493650966666666,1028.4001,89.86523166666666,4.8285715
2023-01-01 01:15:00,5.633333333333333,295.3726033333333,4.492857,1028.3160666666665,90.293815,3.9461903666666664
2023-01-01 01:30:00,5.0,293.6658,4.647619133333333,1028.0784999999998,89.59142666666666,3.827301566666667
2023-01-01 01:45:00,7.033333333333334,294.7131566666667,4.6288886,1028.0888,88.82904666666667,5.2712699
2023-01-01 02:00:00,6.433333333333334,293.76017333333334,4.590476033333333,1028.0618000000002,89.55238000000001,4.376190666666667
2023-01-01 02:15:00,6.533333333333334,290.37443333333334,4.392381366666666,1028.0098333333333,89.865878,5.338254266666667
2023-01-01 02:30:00,6.866666666666667,290.90389,4.015873200000001,1027.9045666666668,90.09825000000001,5.927777666666667
2023-01-01 02:45:00,7.033333333333334,293.48051000000004,3.8555557,1027.9262666666666,91.08143,5.252857266666667
2023-01-01 03:00:00,6.2,294.4943866666667,3.9390476333333333,1027.9983,91.63458933333334,4.643809466666666
2023-01-01 03:15:00,5.8999999999999995,292.22679999999997,3.9922223999999997,1027.9289666666666,91.782535,4.509365033333333
2023-01-01 03:30:00,5.833333333333333,294.87132333333335,3.6649204999999996,1027.8667333333333,91.18063366666667,4.2936508
2023-01-01 03:45:00,5.033333333333333,298.73009333333334,3.6214283333333337,1027.9904666666666,90.87380866666666,2.8333333333333335
2023-01-01 04:00:00,4.633333333333333,300.9008066666667,3.9746032000000002,1028.1136999999999,91.57746200000001,2.4509524000000003
2023-01-01 04:15:00,5.633333333333333,298.56228,3.9919045000000004,1028.2267333333332,92.12095333333333,3.4826985333333336
2023-01-01 04:30:00,6.666666666666667,293.01023333333336,4.0,1028.2883333333332,91.74349,4.9457143666666665
2023-01-01 04:45:00,5.966666666666666,294.50928,3.7284128666666665,1028.3327333333334,90.81460333333332,4.5923811
2023-01-01 05:00:00,5.433333333333334,293.13498999999996,3.5114285666666665,1028.4001,90.96936333333333,4.189841433333334
2023-01-01 05:15:00,5.433333333333334,297.15693333333337,3.259047433333334,1028.4068,90.79587500000001,4.113492066666667
2023-01-01 05:30:00,4.566666666666666,296.62123,3.5095236666666665,1028.4263,90.75475999999999,2.1166669666666666
2023-01-01 05:45:00,5.633333333333333,296.0729566666667,3.6214282333333334,1028.4397333333334,90.410475,3.7687302666666667
2023-01-01 06:00:00,5.933333333333334,300.075,3.8273016,1028.4310333333333,91.15952,4.699206333333334
2023-01-01 06:15:00,6.466666666666666,296.93714,3.8115873666666666,1028.545933333333,90.75571500000001,4.8066664333333335
2023-01-01 06:30:00,6.666666666666667,295.10701,3.761111,1028.6694,90.375722,4.882857133333333
2023-01-01 06:45:00,6.766666666666667,293.61486666666667,3.8138092666666665,1028.7156,90.53793666666667,4.257142866666666
2023-01-01 07:00:00,6.6000000000000005,291.90337,4.075555666666666,1028.8317333333334,89.85761533333334,4.484285666666667
2023-01-01 07:15:00,5.966666666666666,294.69465333333335,4.4571429333333334,1028.8643666666667,88.88333033333333,4.083333366666667
2023-01-01 07:30:00,5.2,293.8122766666667,5.065079033333333,1028.8684,88.01253666666666,2.9206348999999996
2023-01-01 07:45:00,5.033333333333334,295.45830333333333,5.538571433333334,1028.9548000000002,86.99159200000001,2.6280954666666667
2023-01-01 08:00:00,3.3333333333333335,291.0244866666667,5.8473015,1029.0494666666666,85.96809866666668,1.6941269333333333
2023-01-01 08:15:00,4.033333333333334,289.80671333333333,6.3204758666666665,1029.1382333333333,83.474128,2.0873015
2023-01-01 08:30:00,5.333333333333333,290.0878266666667,6.8868247333333334,1029.1299,81.562692,4.103174666666667
2023-01-01 08:45:00,4.7,294.08594,7.7442855,1029.1212666666668,78.61476499999999,3.8293651333333334
2023-01-01 09:00:00,3.8000000000000003,289.97566333333333,8.459523666666668,1029.0166666666667,75.98809533333333,2.8738095
2023-01-01 09:15:00,4.166666666666667,292.21236666666664,9.173333666666666,1028.9065,73.76413000000001,2.938095133333333
2023-01-01 09:30:00,2.566666666666667,278.87508,9.715555666666667,1028.7855,72.46143333333333,1.4741268666666667
2023-01-01 09:45:00,2.466666666666667,282.91473666666667,10.3880945,1028.6977333333334,70.89555666666666,1.5868254666666666
2023-01-01 10:00:00,2.766666666666667,290.37334000000004,11.05746,1028.5784999999998,68.43539666666668,2.0353969000000003
2023-01-01 10:15:00,2.3000000000000003,288.56880333333334,11.816189666666666,1028.4619333333333,66.013808,1.2522222
2023-01-01 10:30:00,1.2,254.76513,13.139998666666665,1028.2966333333334,62.28984333333333,0.5823809266666666
2023-01-01 10:45:00,2.1,257.77908333333335,13.647617666666667,1028.1095666666668,59.311906666666665,1.5666667
2023-01-01 11:00:00,2.566666666666667,226.76722000000004,13.867936333333333,1027.9358,58.66460333333333,2.1065078666666666
2023-01-01 11:15:00,2.4333333333333336,200.04174666666665,14.167777333333333,1027.8837666666666,57.008889333333336,1.8492064
